overview base silicon valley tintri wholly own subsidiary datadirect network ddncom dataatscale powerhouse world ’ largest privately hold storage company tintri solutions serve need enterprise data centre intelligent infrastructure product portfolio include advance technologies tintri acquire september 2018 nexenta acquire may 2019 intelliflash acquire western digital november 2019 portfolio offer fresh choice new experience elevate user experience automation analytic insight tight integration application workflows enterprise applications include missioncritical databases business applications virtualization flexible software define solutions learn tintri portfolio solutions httpswwwtintricomproducts tintri look motivate passionate individuals selfmotivated work career value thrive environment collaboration teamwork best together quest provide game change storage solutions job description job location pune red senior software engineer – rest api dev job description responsibilities look senior software engineer red tintri storage engineer team design build deliver configuration deployment tool ddn red software storage product participate definition implementation red rest api allow configure deploy manage red solution premise cloud participate system tool definition implementation provide interaction storage deployments perform analytics provide valueadded service customers users development competencies knowledge rest api strong experience develop debug cc linuxunix experience develop python go experience git gerrit jenkins good writtenverbal communication skills english ideal candidate knowledge experience several follow subject knowledge configuration deployment large systems cloud premise knowledge deployment vms containers knowledge development utilization control data plane api systems management skills experience minimum 7 years software development experience excellent writtenverbal communication skills excellent time management skills ability independently prioritize multitask work deadlines fast pace environment strong interpersonal skills ability interact effectively program staff strong team player highly effective analytical problem solve decision make influence capabilities storage industry experience desire minimum bs ms computer engineer computer science relate technical field,9
richardsontexasunited state bausp4 boeing company currently seek database administrator join richardson texas location responsibility include limit follow partner customer gather document requirement produce product specify customer must able work across diverse team software system engineer train development specialist software technician security specialist dynamic highpaced environment must able successfully develop plan establish database performance baseline monitor performance trend identify correct problem customize exist application life project must able assure curriculum integrity security configuration management version control must able collaborate architect technical specialist identify proper hardware software upgrade implementation must able plan install test software upgrade patch must implement database security infrastructure manage user account must work closely project manager database programmer multimedia program develop implement customer ’ learn management system business system development environment must prepare database documentation include standard procedure definition deliverable data dictionary metadata boeing world largest aerospace company lead manufacturer commercial airplane defense space security system engineer technician skilled scientist thinker bold innovator dreamer join u build something better customer world typical educationexperience technical bachelor degree typically 9 year relate work experience master degree typically 7 year phd degree typically 4 year relate work experience equivalent combination education experience technical degree define four year degree greater mathematic scientific information technology field study basic qualification require position require active ability obtain us security clearance u government require u citizenship position require active top secret clearance security clearancespecial program access government access requirement mandatory position much work boeing company classify nature many position require security clearance grant discretion government authority applicant must current top secret security clearance additionally applicant must able obtain program access security clearance upgrade andor program access request initiate applicant acceptance contingent offer fill requisition contingent base applicant ability obtain require program access time frame establish program management relocation dallas texas authorize appropriate access grant must advance sqloracle database design administration knowledge able write script query system generate customer report desire qualification knowledge ibm rational clearcase bnh advisor enterprise yes 10 time commercial derivative aircraft individual contributor standard unite state boeing company,10
remote 2 4 years ₹8l ₹12l yr esop available skills tensorflow opencv python artificial neural network ann deep learn image process pytorch amazon web service aws cloud compute computer vision job description clearquote app help assess damage cars base imagesvideos use insurers mobility providers workshops ’ offer – opportunity lead development global tech product competitive pay stock options role 1 work identify implement preprocessing various datasets image videos 2 identify test right techniques deeplearning libraries use train model infer part degree damage test data 3 deploy train inferencing model cloud edge require 4 work improve accuracy detection 5 base experience ability lead rest computer vision engineer team requirements 1experience deep learn use convolutional neural network 2sound knowledge object detectionsemantic segmentationinstance segmentationfasterrcnnsingle shoot multibox detectorssdmask rcnnmobilenet 3classic image process techniques use opencv 4proficiency python 5should comfortable build ml model various deep learn machine learn libraries use tensorflowkerasscikitlearnnumpyetc 6familiarity amazon web service elastic cloud computeec2amazon sagemaker deployment 7must work experience image process computer vision areas exposure machine learn deep learn areas bonus 8 experience work pytorch prefer 9 strong basics machine learn computer vision 10 prior experience implement research paper production model 11 experience startup environment prefer,11
excite big data machine learn predictive software interest create new stateoftheart solutions use machine learn data mine techniques terabytes data amazon develop stateoftheart largescale machine learn service applications cloud involve terabytes data work apply predictive technology wide spectrum problems areas amazon retail seller service customer service alexa chatbots look talented experience machine learn scientists mastersphd relate area prefer apply innovative machine learn techniques realworld ecommerce problems get work team dedicate advance machine learn technology amazon convert businessimpacting solutions major responsibilities use machine learn data mine statistical techniques create new scalable solutions business problems analyze extract relevant information large amount amazons historical business data help automate optimize key process design develop evaluate highly innovative model predictive learn establish scalable efficient automate process large scale data analyse model development model validation model implementation research implement novel machine learn statistical approach basic qualifications master andor phd computer science machine learn operational research statistics highly quantitative field experience predictive model analysis predictive software development strong problemsolving ability good skills javascala c perlpython similar script language experience use r matlab statistical software strong communication data presentation skills prefer qualifications experience handle gigabyte terabyte size datasets experience work distribute systems grid compute knowledge latest state art ml technology publications presentation recognize machine learn data mine journalsconferences,12
member software engineer group dive headfirst create innovative solutions advance businesses career youll join inspire curious team technologists dedicate improve design analytics development cod test application program go create high quality software new products youll task keep team key stakeholders speed progress whats develop come understand importance endtoend software developmentsuch agile frameworksis key best youll work share ideas information innovation global team technologists world jpmorgan chase co equal opportunity employer affirmative action employer disabilityveteran role require wide variety strengths capabilities include advance knowledge application data infrastructure architecture discipline understand architecture design across systems work proficiency developmental toolsets ability collaborate highperforming team individuals throughout firm accomplish common goals proficiency one general purpose program languages understand software skills business analysis development maintenance software improvement corporate technology corporate technology ct organization develop applications provide technology support corporate function across jpmorgan chase include global finance corporate treasury risk management human resources compliance legal function within corporate administrative office cao ct team align corporate partner evolve technology need firm ever expand technology control agenda top ct priority purposebuilding scalable corporate systems team focus respond evolve regulatory environment help meet firm regulatory commitments address internal external commitments advance firm roadmap program single source data architecture convergence rationalization application portfolio platforms adopt industry lead technologies support bestinclass business capabilities high performance compute data storage solutions drive innovation across firm corporate technology portfolio increase efficiencies process automation agile application development emphasis user experience shorter development cycle invest security control cyber accessentitlements uplift data protection application resiliency control operational risk technology support identification assessment prioritization risk follow coordinate application resources minimize monitor control probability andor impact events tech jpmc work jpmorgan chase co youre work global financial institution youre integral part one worlds biggest tech company 14 technology hubs worldwide team 40000 technologists design build deploy everything enterprise technology initiatives big data mobile solutions well innovations electronic payments cybersecurity machine learn cloud development 95b annual investment technology enable us hire people create innovative solutions transform financial service industry also change world key responsibilities design development key functionality within application carry design reviewscode review agree point throughout project life cycle work closely vendor development team monitor designdevelopment undertake hand design development technical artifacts participate technical review defineimprove process configuration management deployment resiliency plan application qualifications internal competencies essential html5 css 30 bootstrap angular 8x javascript jquery comparable languages proficient angular framework hand angular 8 version proficient unit test jasmine protractor knowledge use build restful service proficient java hand java 8 version exposure microservices pattern must test tool jasmine karma protractor version control git strong understand design principles design pattern must able set standards define templates etc promote reusability establish standards ability mentor team collaborate distribute team must must eye pixel perfection attention detail along strong hand experience interact ux designers product owners produce quick prototypes seek feedback must able work fast pace environment able adapt change requirements agile experience must conduct test complete applications websites software assess user experience automate manual progressionregression exploratory test experience deployment validation support test management defect management reportingtracking expertise jenkins cicd selenium essential experience 5 8 years work experience exposure technology development project full technology development lifecycle excellent communication interpersonal skills business customers fellow professionals business analysts project managers developers strong problemsolving skills delivery focus approach work ability work without direction ability multitask ability work deadlines ability work effectively collaborative environment create topperforming interfaces close statement jpmorgan chase co value unique skills every employee build technology organization thrive diversity encourage professional growth career development offer competitive benefit compensation youre look build career part global technology team tackle big challenge impact live people company around world want meet youjpmorgan chase co one oldest financial institutions offer innovative financial solutions millions consumers small businesses many worlds prominent corporate institutional government clients jp morgan chase brand history span 200 years today leader investment bank consumer small business bank commercial bank financial transaction process asset management recognize people strength diverse talents bring global workforce directly link success equal opportunity employer place high value diversity inclusion company discriminate basis protect attribute include race religion color national origin gender sexual orientation gender identity gender expression age marital veteran status pregnancy disability basis protect applicable law accordance applicable law make reasonable accommodations applicants employees religious practice beliefs well mental health physical disability need,13
job description job title software engineer summary software engineer responsible design code andor configure solutions moderate complexity agile stories well write automate unit integrationlevel test essential job functionsresponsibilities design cod andor configure solutions moderate complexity agile stories guidance senior software engineer debug resolve moderate complexity software bug issue work independently find real root cause provide fix without collateral damage write automate unit integrationlevel test direction may create support creation conceptual designarchitecture small scale software solutions guidance architect senior developer may provide guidance mentor junior software engineer follow development standards effectively demonstrate technical solutions software engineer code review assist make source code management decisions one team perform source code management task without specific guidance require team members perform relate duties activities require experience develop cloud environments like azure google aws plus please note job description design cover contain comprehensive list activities duties responsibilities require employee job duties responsibilities activities may change time without notice qualificationsrequirements education work experience bachelor ’ degree higher education level foreign equivalent computer science computer information sciences andor relate field total work experience 6 years software development 4 years minimum product experience 2 years minimum 4 years prefer domain experience 2 years minimum 4 years prefer specialize knowledge skills andor abilities expert objectoriented design java net development relational oltp query relational database design capable xmlxslt document design javascript development html5 css ability manage deadlines communicate team operate independently guidance understand estimate analyze software product development lifecycle agile methodology requirements work authorization legally authorize work country job location physical exert 10 pound force occasionally andor negligible amount force frequently constantly lift carry push pull otherwise move object include human body sedentary work involve sit time job sedentary walk stand require occasionally sedentary criteria meet,14
overview western national seek highly collaborative influential frontend developer join team develop exceptional experience exceptional opportunity offer someone chance contribute highly impactful organizational initiative transform customers interact company ideal candidate 5 years software development experience strong experience modern javascript es6 node candidate would ideally experience vue similar web frameworks high preference java experience come join team opportunities grow skills part something truly transformative responsibilities work agile environment team collaborate business partner implement new feature mentor jr level team members estimate effort assist prioritization business feature request identify resolve software application issue prepare technical design specifications flow chart data flow diagram develop execute unit test implement software solutions base business requirements identify implement process enhancements automation regular interaction business partner across organization occasional interaction external vendors qualifications 5 years software development experience proficient modern javascript es6 node strong experience html5 css3 scss moderate strong experience vue similar web frameworks react angular moderate strong experience develop consume rest web service moderate strong experience develop java helpful experience javascript test frameworks jest mocha etc experience build tool npm webpack experience version control svn git experience dev ops andor continuous integration ci tool jenkins useful experience agile environment strong verbal write communication skills strong analytical problemsolving skills bs degree computer science equivalent experience western national insurance grow rat best group propertyandcasualty insurance company serve individuals families businesses 20 state across midwestern western us plus alaska currently rank 57th largest private company revenue minnesota minneapolisst paul business journal western national consistently earn accolades employer choice include star tribune top workplace 2011 – 2016 previously recipient minnesota business ethics award minnesota business magazine top 100 workplace principal financial “ 10 best ” company finalist alfred p sloan “ work work ” award western national know “ relationship company® ” care employees key part relationship commitment western national offer competitive pay advancement opportunities generous benefit package robust wellbeing program healthy worklife balance include three weeks pay time nine pay holiday eight hours pay volunteer time start point new employees attribute reason nearly half employees choose stay western national team 10 years benefit package include 401k company match medical insurance – offer affordable thank strong employer subsidy aboveaverage coverage choice either traditional prefer provider organization ppo option highdeductible health plan hdhp option western wellbeing program – include onsite massage yoga class salad healthy snack days sitstand workstations nutrition seminars 100 companypaid tuition reimbursement approve jobrelevant coursework discount automobile homeowners insurance standard employee benefit – include dental insurance vision benefit life insurance disability insurance could continue list things think make western national great place work hear instead actual current former employees quote western national employees post glassdoor public review site “ excellent company prioritize customer service community service ” “ great place come work stay career love personal touch executive suite ceo firstname basis everyone ” “ aboveaverage benefit especially health insurance front ” “ felt welcome feel like senior management care ” review current former western national employees visit company ’ glassdoor page httpbitly2qxtl4a western national equal opportunity employer qualify applicants receive consideration employment,15
experience 25 years job location aurangabadpune vacancies 02 note fresher apply job description look experience developers passionate work software development company basic requirements prior work experience wordpress proficient verbally write communication skills capable write efficient code use best software development good cod practice able integrate data various backend service databases able integrate external application erpcrm capable work payment gateway integration multiple platforms adequate knowledge relational database systems object orient program hand experience require upon web applications include security session management capable self upgrade upon emerge new technologies apply operations activities able deliver project deadlines able work multiple frameworks zend etc would add advantage responsibilities duties able manage handle multiple project manage project independently manage clients able handle team deliver project deadlines require experience skills qualifications • wordpress • pluginin development • php • htmlhtml5 • javascriptjquery • bootstrap • mysql qualification • ug bsc cscscit bca bcs btech cscseit • msc cscscit mca mcs mtech cscseit,16
job code id190704 job description experience 1 2 years ios development native ios development hybrid app development phonegap ionic titanium advantage database knowledge must understand requirement gather client interactions good communication skills qualification computers information technology mca bca bsc computer science location margao goa,17
job description summary highly skilled technical role ultimate responsibility support hpe oracle database environment provide technical expertise design build tune instal configure troubleshoot database middleware technology provide technical leadership large complex database build migration effort work closely engineer architect project program manager define design strategy better data management infrastructure process role responsible develop document maintain logical physical database model ensure design comply standard guideline procedure research analyze impact propose change ensure corporate data effectively implement manage secure provide consult support application development team well dba complex integrate system include distribute solution provide analysis guidance migration consolidation effort job description position provide support architecture plan installation monitor configuration administration test evaluate troubleshoot oracle database instance collaborate application infrastructure team adherence best practice process standardization key responsibility position monitor ensure high availability environment quickly respond diagnose problem utilize leverage new feature underlie technology work closely enterprise database manager another area responsibility position provide leadership role create awareness guidance application development business team migrate consolidate replatform various application oracle nosql technology work minimal supervision receive general direction enterprise database manager responsibility design backuprecovery procedure ensure validity develop archival strategy conform hpe security audit guideline develop execute appropriate delivery team model eg resource skill process management meet current project needsconstraints support implementation new release dbms software plan implement new feature appropriate mentor le experience dba application developer ensure adequate 24x7 support develop “ ” procedure deal incident perform database migration merge consolidation need participate change incident management procedure problem resolution analyze database implementation method ensure line company policy proactively monitor operation log optimize system performance use available monitor db optimization tool additional job description experience oracle data guard standbyfailover administration highly skilled oracle 10g11g12c database administration hand experience query tune performance optimization db ops automation alert monitor backup restore hand experience data model design knowledgeable oracle rac asm administration knowledgeable plsql procedure package development experience manage high perform team database ability prioritize workload work effectively pressure high degree independence must versatile flexible proactive resolve technical issue ability handle diverse situation rapidly change priority deadline experience set database disaster recovery site plus excellent interpersonal communication skill exposure sql server nosql database technology plus education professional experience bachelor ’ degree computer science information technology relate field least 10 year hand work lead support production database previous leadership team management experience strong organizational time management skill communicatework effectively team environment effective meet deadline limf1 hewlett packard enterprise eeo fmprotected veteran individual disability hpe comply applicable law relate use arrest conviction record include san francisco fair chance ordinance similar law consider employment qualify applicant criminal history,18
job summary mission style theory build sustainable model fashion consumption rely latest best technology build apps service ensure women style theory intimate relationship “ infinite wardrobe ” also constantly improve experience apps service series iterations constantly listen feedback women style theory well ideas brainstorm help achieve mission help achieve even faster look experience senior devops engineer continue design handson implement cloudbased microservice infrastructure ideally would experience support large scale highly critical applications task design develop improve nextgeneration infrastructure migrate applications new infrastructure proper architecture design work closely dev qa team resolve automate production issue also provide rostered oncall support responsibilities deploy automate maintain manage cloudbased production system ensure availability performance scalability security production systems aws gcp build release configuration management production systems system troubleshoot problemsolving across platform application domains suggest architecture improvements recommend process improvements hand critical part development test deployment production automation tool ensure everything build accord best practice carry oncall duties part critical team handle cloud infrastructure performance availability mentor engineer define technical culture help build fastgrowing team requirements least 3 years experience similar role design operation maintenance robust largescale distribute systems experience linux environment good understand practical experience configuration management eg ansible chef puppet infrastructure code terraform experience automation simple shellpython script complex software engineer solutions strong background either aws gcp must problemsolving ability analyze resolve complex infrastructure issue use monitor tool datadog prometheus grafana kubernetes experience must eks gke openshift strong experience use cicd tool jenkins gitlab ci etc java base integration tool groovy would great know implement jenkins configuration ci pipelines via code etc experience bash go python js highly accountable take ownership outstanding work ethic highintegrity team player lifelong learner nice experience data engineer service like lake formation glue athena redshift sagemaker kineses kafka bigquery etc experience sql nosql databases like dynamodb rds postgresql elasticsearch mongodb etc,19
country place mortgage found 1995 subsidiary cavco industry inc national lender provide wide variety finance option purchaser manufacture home cavco industry inc wa found 1965 fast grow publicly trade company disrupt manufacture home industry headquarter phoenix arizona cavco lead designer builder manufacture home modular home commercial build park model rv ’ vacation cabin company ’ insurance group standard casualty offer wide range insurance product manufacture home owner country place mortgage seller servicer mortgage fannie mae freddie mac fha authorize lender ginnie mae mortgagebacked security issuer employee biggest asset play integral role meet need customer come part team offer many opportunity utilize talent atmosphere support encourage realize full potential come share help people realize dream opportunity home come share story part build something amaze country place mortgage currently look database administrator work office locate addison tx responsible design build administer maintain oracle database must able perform daily administration database system prevent outage plan optimize system resource utilization position contribute architectural direction provide expertise design performance database structure assist database performance tune database capacity issue replication distribute data issue strong understand sql standard diagnostics performance tune must responsibility build support oracle database linux base system perform evaluation modification integration function associate vendor supply database software ensure business continuity develop implement highly available database system database recovery plan procedure serve resource le experience team member escalate issue routine nature support oracle database weblogic qualification bachelor ’ degree comparable industry experience 2 year oracle database experience experience database support iaa paas prefer indepth understand database tool utility well highly develop sql database performance tune skill knowledge computer hardware sannas network verbal write communication skill problem solve skill customer service interpersonal skill ability work independently manage one time loan originationservicing support experience helpful mandatory cavco industry commit provide equal employment opportunity without regard race color religion sex sexual orientation gender identity national origin age disability protect status respect recruitment hire promotion term condition employment disclaimer statement intend describe general nature level work perform associate assign classification construe exhaustive list responsibility duty skill require personnel classify personnel may require perform duty outside normal responsibility time time need,20
position wordpress developer location prahladnagar ahmedabad experience 4 8 years work timings 1000 700 pm work days alt sit wordpress developer responsibilities · meet clients discuss website design function · design build website frontend · create website architecture · design manage website backend include database server integration · generate wordpress theme plugins · conduct website performance test · troubleshoot content issue · conduct wordpress train client · monitor performance live website · wordpress developer requirements · bachelor ’ degree computer science similar field · prove work experience wordpress developer · knowledge frontend technologies include css3 javascript html5 jquery · knowledge code versioning tool include git mercurial svn · experience work debug tool chrome inspector firebug · good understand website architecture aesthetics · ability project manage · good communication skills job type fulltime salary ₹2500000 ₹7000000 per month schedule day shift experience wordpress 1 year prefer work 1 year prefer total work 1 year prefer education bachelor prefer work remotely,21
monetizemore build industry lead ad technology see 300m people per month company run 8 years achieve consistent double digit growth year team 100 team members spread across globe monetizemore offer location schedule freedom every one team members mean would lifestyle autonomy choose work anywhere world time day prefer newage work lifestyle would enable engineer ideal lifestyle say goodbye endless commute stuffy business attire arbitrary 9 – 5 work day take life back hand join monetizemore team product team fastest innovative team company build greenfield technology disrupt ad technology industry solve problems never solve join company culture replace constant meetings interruptions innovation continue break boundaries take skillset next level best mind ad technology industry make real difference monetizemore responsibilities daytoday work monetizemore web developer include develop feature product use javascript pythonflask postgresql linux docker git cloud service new technologies build javascript applications capable track respond billions request per month develop apis integrate 3rd party apis automate manual task implement ui facilitate thirdparty report streamline ad operations integration service maximize ad revenues maintain strong user experience plan prototyping new applications defect resolution exist new issue unit test new feature ensure conform monetizemore ’ quality standards meet requirements code review run performance benchmarking test stay date new trend advancements web development ad tech attend daily standup meetings 15 mins scrum meetings every 3 weeks attribute monetizemore web developer attribute include teamwork attribute collaboration work remotely complex project necessitate work together team share knowledge communication skills comfortable communicate english level strong speak write communication skills active listener teamwork value team synergy excite help team succeed interpersonal skills able get along work well coordinate others conflict management team proactive deal conflict able find constructive ways resolve issue team members technical attribute technology monetizemore developer proficient stag web development conception deployment oneperson army ready will attack technical challenge cross path analytical problem solve skills work hard understand technical issue resolve effective manner detail orientation work many part application system time able focus detail meticulously initiative work well team little supervision make wellreasoned effective technical decisions reliability responsibility demonstrate reliability time give reasonable expectations within agile scrum framework work hard smart achieve surpass expectations communicate go meet commitment think leadership analyze monetizemore ’ tech stack systems process goal iterate regular basis look opportunities improve increase value monetizemore suggest team think good fit join monetizemore product team please apply give specific reason set apart hire individuals robots ’ afraid show little personality power jazzhr xc69vhwazd,22
